id,name,rating,area_genre,master_genres,lunch_budget,dinner_budget,redirect_url,thumbnail_image_url
tokyo-A1306-A130602-13137097,ラス,3.78, 表参道駅 418m / フレンチ、モダンフレンチ,"[""フレンチ""]",[0],"[6000, 7999]",https://tabelog.com/tokyo/A1306/A130602/13137097/,https://tblg.k-img.com/restaurant/images/Rvw/30967/30967665.jpg
tokyo-A1306-A130603-13185771,焼肉ホルモン 青一,3.51, 青山一丁目駅 224m / 焼肉、ホルモン、韓国料理,"[""焼肉"", ""韓国料理""]",[0],"[6000, 7999]",https://tabelog.com/tokyo/A1306/A130603/13185771/,https://tblg.k-img.com/restaurant/images/Rvw/48486/48486454.jpg
tokyo-A1306-A130603-13162493,プレヴナンス,3.97, 外苑前駅 239m / フレンチ,"[""フレンチ""]","[6000, 7999]","[15000, 19999]",https://tabelog.com/tokyo/A1306/A130603/13162493/,https://tblg.k-img.com/restaurant/images/Rvw/71452/71452553.jpg
tokyo-A1306-A130603-13016590,リストランテ・ホンダ,3.77, 外苑前駅 293m / イタリアン,"[""イタリアン""]","[4000, 4999]","[10000, 14999]",https://tabelog.com/tokyo/A1306/A130603/13016590/,https://tblg.k-img.com/restaurant/images/Rvw/81094/81094772.jpg
tokyo-A1306-A130602-13162361,コルク,3.56, 表参道駅 418m / ビストロ、フレンチ、ワインバー,"[""フレンチ"", ""バー""]",[0],"[8000, 9999]",https://tabelog.com/tokyo/A1306/A130602/13162361/,https://tblg.k-img.com/restaurant/images/Rvw/30951/30951364.jpg
tokyo-A1306-A130602-13003475,バルバッコア 青山本店,3.66, 表参道駅 232m / ブラジル料理、バーベキュー、バイキング,"[""焼肉""]","[3000, 3999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130602/13003475/,https://tblg.k-img.com/restaurant/images/Rvw/60622/60622399.jpg
tokyo-A1306-A130603-13001944,アカーチェ,3.68, 外苑前駅 455m / イタリアン,"[""イタリアン""]",[0],"[10000, 14999]",https://tabelog.com/tokyo/A1306/A130603/13001944/,https://tblg.k-img.com/restaurant/images/Rvw/49213/49213019.jpg
tokyo-A1306-A130602-13001968,ブレッツカフェ　クレープリー 表参道店,3.62, 表参道駅 399m / クレープ、フレンチ、カフェ,"[""カフェ/スイーツ"", ""フレンチ""]","[1000, 1999]","[2000, 2999]",https://tabelog.com/tokyo/A1306/A130602/13001968/,https://tblg.k-img.com/restaurant/images/Rvw/62998/62998115.jpg
tokyo-A1306-A130602-13191836,山笑ふ 表参道店,3.53, 表参道駅 280m / しゃぶしゃぶ、すき焼き、豚しゃぶ,"[""鍋料理""]","[1000, 1999]","[4000, 4999]",https://tabelog.com/tokyo/A1306/A130602/13191836/,https://tblg.k-img.com/restaurant/images/Rvw/56897/56897964.jpg
tokyo-A1306-A130603-13001335,ガラリ青山,3.53, 外苑前駅 431m / 居酒屋、割烹・小料理、和食（その他）,"[""居酒屋"", ""和食""]","[1000, 1999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130603/13001335/,https://tblg.k-img.com/restaurant/images/Rvw/96485/96485824.jpg
tokyo-A1306-A130602-13007360,エトゥルスキ,3.71, 表参道駅 228m / イタリアン、ダイニングバー、ワインバー,"[""イタリアン"", ""バー""]","[3000, 3999]","[8000, 9999]",https://tabelog.com/tokyo/A1306/A130602/13007360/,https://tblg.k-img.com/restaurant/images/Rvw/24849/24849463.jpg
tokyo-A1306-A130602-13001958,ラ・ロシェル 南青山,3.7, 表参道駅 177m / フレンチ、西洋各国料理（その他）、レストラン（その他）,"[""フレンチ"", ""西洋(その他)""]","[20000, 29999]","[10000, 14999]",https://tabelog.com/tokyo/A1306/A130602/13001958/,https://tblg.k-img.com/restaurant/images/Rvw/3303/3303840.jpg
tokyo-A1306-A130602-13001850,とんかつ まい泉 青山本店,3.56, 表参道駅 315m / とんかつ、割烹・小料理、居酒屋,"[""和食"", ""居酒屋""]","[1000, 1999]","[4000, 4999]",https://tabelog.com/tokyo/A1306/A130602/13001850/,https://tblg.k-img.com/restaurant/images/Rvw/43968/43968892.jpg
tokyo-A1306-A130602-13145384,ルメルシマン オカモト,3.92, 表参道駅 362m / フレンチ,"[""フレンチ""]","[5000, 5999]","[10000, 14999]",https://tabelog.com/tokyo/A1306/A130602/13145384/,https://tblg.k-img.com/restaurant/images/Rvw/15634/15634400.jpg
tokyo-A1306-A130602-13039870,南青山エッセンス,3.79, 表参道駅 361m / 広東料理、薬膳、創作料理,"[""中華料理""]","[1000, 1999]","[8000, 9999]",https://tabelog.com/tokyo/A1306/A130602/13039870/,https://tblg.k-img.com/restaurant/images/Rvw/70832/70832576.jpg
tokyo-A1306-A130601-13160707,サングリア 青山店,3.55, 表参道駅 160m / スペイン料理、イタリアン、フレンチ,"[""スペイン料理"", ""イタリアン"", ""フレンチ""]","[2000, 2999]","[5000, 5999]",https://tabelog.com/tokyo/A1306/A130601/13160707/,https://tblg.k-img.com/restaurant/images/Rvw/94877/94877417.jpg
tokyo-A1306-A130603-13143791,麺屋すみす,3.67, 青山一丁目駅 146m / ラーメン、つけ麺,"[""ラーメン/つけ麺/油そば""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130603/13143791/,https://tblg.k-img.com/restaurant/images/Rvw/24858/24858026.jpg
tokyo-A1306-A130602-13159774,INTERSECT BY LEXUS,3.62, 表参道駅 308m / カフェ、ビストロ、ダイニングバー,"[""カフェ/スイーツ"", ""フレンチ"", ""バー""]","[1000, 1999]","[5000, 5999]",https://tabelog.com/tokyo/A1306/A130602/13159774/,https://tblg.k-img.com/restaurant/images/Rvw/46456/46456673.jpg
tokyo-A1307-A130701-13182912,亜細亜割烹 蓮月,3.6, 乃木坂駅 139m / 中華料理、餃子,"[""中華料理""]",[0],"[4000, 4999]",https://tabelog.com/tokyo/A1307/A130701/13182912/,https://tblg.k-img.com/restaurant/images/Rvw/41437/41437494.jpg
tokyo-A1306-A130603-13212588,エックス,3.51, 外苑前駅 164m / フレンチ、創作料理、ラウンジ,"[""フレンチ"", ""バー""]","[3000, 3999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130603/13212588/,https://tblg.k-img.com/restaurant/images/Rvw/74141/74141308.jpg
tokyo-A1306-A130603-13192399,オルグイユ,3.98, 外苑前駅 518m / フレンチ,"[""フレンチ""]","[15000, 19999]","[20000, 29999]",https://tabelog.com/tokyo/A1306/A130603/13192399/,https://tblg.k-img.com/restaurant/images/Rvw/71192/71192608.jpg
tokyo-A1306-A130601-13195491,BLAKES,3.7, 国立競技場駅 673m / カレーライス、カレー（その他）,"[""カレー""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130601/13195491/,https://tblg.k-img.com/restaurant/images/Rvw/108492/108492269.jpg
tokyo-A1306-A130601-13001215,樋口,4.4, 明治神宮前駅 735m / 割烹・小料理,"[""和食""]",[0],"[20000, 29999]",https://tabelog.com/tokyo/A1306/A130601/13001215/,https://tblg.k-img.com/restaurant/images/Rvw/50164/50164694.jpg
tokyo-A1309-A130901-13009426,トゥルナージュ 神宮前店,3.52, 国立競技場駅 678m / パン、ベーグル,[],"[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1309/A130901/13009426/,https://tblg.k-img.com/restaurant/images/Rvw/47949/47949397.jpg
tokyo-A1306-A130602-13128277,御料理武蔵野,3.52, 表参道駅 207m / 懐石・会席料理、そば,"[""和食"", ""そば/うどん""]","[1000, 1999]","[10000, 14999]",https://tabelog.com/tokyo/A1306/A130602/13128277/,https://tblg.k-img.com/restaurant/images/Rvw/77089/77089696.jpg
tokyo-A1306-A130602-13152874,青山　仁,3.69, 表参道駅 275m / 割烹・小料理、懐石・会席料理,"[""和食""]","[5000, 5999]","[15000, 19999]",https://tabelog.com/tokyo/A1306/A130602/13152874/,https://tblg.k-img.com/restaurant/images/Rvw/19007/19007555.jpg
tokyo-A1306-A130603-13093823,ブリ・マデ,3.61, 外苑前駅 237m / インドネシア料理、アジア・エスニック料理（その他）、ダイニングバー,"[""アジア(その他)"", ""バー""]","[0, 999]","[4000, 4999]",https://tabelog.com/tokyo/A1306/A130603/13093823/,https://tblg.k-img.com/restaurant/images/Rvw/35944/35944467.jpg
tokyo-A1306-A130601-13153983,ペルー料理 bepocah,3.79, 明治神宮前駅 662m / 中南米料理（その他）、ダイニングバー、バル・バール,"[""バー""]",[0],"[6000, 7999]",https://tabelog.com/tokyo/A1306/A130601/13153983/,https://tblg.k-img.com/restaurant/images/Rvw/52019/52019863.jpg
tokyo-A1306-A130603-13155925,匠 進吾,4.15, 青山一丁目駅 161m / 寿司,"[""海鮮/寿司""]","[20000, 29999]","[20000, 29999]",https://tabelog.com/tokyo/A1306/A130603/13155925/,https://tblg.k-img.com/restaurant/images/Rvw/84681/84681400.jpg
tokyo-A1306-A130602-13043678,しろう,3.56, 表参道駅 424m / そば,"[""そば/うどん""]","[1000, 1999]","[4000, 4999]",https://tabelog.com/tokyo/A1306/A130602/13043678/,https://tblg.k-img.com/restaurant/images/Rvw/8426/8426263.jpg
tokyo-A1306-A130603-13158232,ワールド・ブレックファスト・オールデイ,3.52, 外苑前駅 363m / 無国籍料理,[],"[1000, 1999]",[0],https://tabelog.com/tokyo/A1306/A130603/13158232/,https://tblg.k-img.com/restaurant/images/Rvw/44104/44104406.jpg
tokyo-A1306-A130603-13118916,蛸あざぶ,3.53, 外苑前駅 391m / たこ焼き、居酒屋、ステーキ,"[""和食"", ""居酒屋"", ""洋食・西洋料理""]",[0],"[3000, 3999]",https://tabelog.com/tokyo/A1306/A130603/13118916/,https://tblg.k-img.com/restaurant/images/Rvw/88826/88826446.jpg
tokyo-A1306-A130603-13012952,上海港,3.56, 外苑前駅 102m / 中華料理、中華麺（その他）、餃子,"[""中華料理""]","[0, 999]","[2000, 2999]",https://tabelog.com/tokyo/A1306/A130603/13012952/,https://tblg.k-img.com/restaurant/images/Rvw/105054/105054051.jpg
tokyo-A1306-A130603-13006081,シャンウェイ,3.74, 外苑前駅 431m / 四川料理,"[""中華料理""]","[0, 999]","[5000, 5999]",https://tabelog.com/tokyo/A1306/A130603/13006081/,https://tblg.k-img.com/restaurant/images/Rvw/65892/65892681.jpg
tokyo-A1306-A130603-13034414,福新楼,3.53, 外苑前駅 57m / 中華料理,"[""中華料理""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130603/13034414/,https://tblg.k-img.com/restaurant/images/Rvw/37191/37191062.jpg
tokyo-A1306-A130602-13004450,キル フェ ボン 青山,3.55, 表参道駅 110m / ケーキ、スイーツ（その他）,"[""カフェ/スイーツ""]","[1000, 1999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13004450/,https://tblg.k-img.com/restaurant/images/Rvw/85583/85583109.jpg
tokyo-A1306-A130603-13035758,天ぷら 元吉,4.21, 外苑前駅 287m / 天ぷら,"[""和食""]",[0],"[15000, 19999]",https://tabelog.com/tokyo/A1306/A130603/13035758/,https://tblg.k-img.com/restaurant/images/Rvw/85583/85583628.jpg
tokyo-A1307-A130701-13001986,リストランテ山﨑,3.71, 乃木坂駅 162m / イタリアン,"[""イタリアン""]","[8000, 9999]","[20000, 29999]",https://tabelog.com/tokyo/A1307/A130701/13001986/,https://tblg.k-img.com/restaurant/images/Rvw/2449/2449444.jpg
tokyo-A1306-A130603-13169768,鳴神,3.82, 外苑前駅 338m / イノベーティブ・フュージョン、和食（その他）,"[""和食""]","[10000, 14999]","[10000, 14999]",https://tabelog.com/tokyo/A1306/A130603/13169768/,https://tblg.k-img.com/restaurant/images/Rvw/33848/33848226.jpg
tokyo-A1306-A130603-13012964,大江戸 南青山店,3.73, 外苑前駅 283m / うなぎ、割烹・小料理,"[""海鮮/寿司"", ""和食""]","[6000, 7999]","[4000, 4999]",https://tabelog.com/tokyo/A1306/A130603/13012964/,https://tblg.k-img.com/restaurant/images/Rvw/41890/41890422.jpg
tokyo-A1306-A130603-13126438,キタヤ 六人衆 青山本店,3.55, 外苑前駅 65m / 和菓子、どら焼き,"[""カフェ/スイーツ""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130603/13126438/,https://tblg.k-img.com/restaurant/images/Rvw/23588/23588354.jpg
tokyo-A1306-A130602-13033164,青山 川上庵,3.7, 表参道駅 191m / そば、天丼・天重、天ぷら,"[""そば/うどん"", ""丼物"", ""和食""]","[1000, 1999]","[8000, 9999]",https://tabelog.com/tokyo/A1306/A130602/13033164/,https://tblg.k-img.com/restaurant/images/Rvw/109043/109043768.jpg
tokyo-A1306-A130603-13023934,游,3.7, 外苑前駅 286m / 割烹・小料理、魚介料理・海鮮料理、居酒屋,"[""和食"", ""海鮮/寿司"", ""居酒屋""]","[1000, 1999]","[5000, 5999]",https://tabelog.com/tokyo/A1306/A130603/13023934/,https://tblg.k-img.com/restaurant/images/Rvw/110549/110549460.jpg
tokyo-A1306-A130603-13001179,海味,4.37, 外苑前駅 303m / 寿司,"[""海鮮/寿司""]",[0],"[20000, 29999]",https://tabelog.com/tokyo/A1306/A130603/13001179/,https://tblg.k-img.com/restaurant/images/Rvw/82179/82179083.jpg
tokyo-A1306-A130602-13137443,ラテスト,3.63, 表参道駅 415m / カフェ、コーヒー専門店,"[""カフェ/スイーツ""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13137443/,https://tblg.k-img.com/restaurant/images/Rvw/19664/19664351.jpg
tokyo-A1307-A130701-13057028,ウエスト青山ガーデン,3.66, 乃木坂駅 153m / カフェ、ケーキ、パンケーキ,"[""カフェ/スイーツ""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1307/A130701/13057028/,https://tblg.k-img.com/restaurant/images/Rvw/44584/44584602.jpg
tokyo-A1306-A130603-13147345,2colori,3.71, 外苑前駅 386m / イタリアン,"[""イタリアン""]","[1000, 1999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130603/13147345/,https://tblg.k-img.com/restaurant/images/Rvw/85549/85549098.jpg
tokyo-A1306-A130602-13110755,トス サラダ Echika表参道,3.52, 表参道駅 12m / 野菜料理、洋食・欧風料理（その他）、カフェ,"[""洋食・西洋料理"", ""カフェ/スイーツ""]","[1000, 1999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13110755/,https://tblg.k-img.com/restaurant/images/Rvw/112073/112073042.jpg
tokyo-A1306-A130602-13198801,ハートブレッドアンティーク 表参道店,3.51, 表参道駅 334m / パン,[],"[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13198801/,https://tblg.k-img.com/restaurant/images/Rvw/109810/109810148.jpg
tokyo-A1309-A130901-13007422,ヘンドリクス カリー バー,3.75, 国立競技場駅 590m / インドカレー、バー、カレーライス,"[""カレー"", ""バー""]","[0, 999]","[1000, 1999]",https://tabelog.com/tokyo/A1309/A130901/13007422/,https://tblg.k-img.com/restaurant/images/Rvw/94369/94369973.jpg
tokyo-A1306-A130602-13001258,鳥政,3.74, 表参道駅 139m / 焼鳥、鳥料理、魚介料理・海鮮料理,"[""焼き鳥"", ""海鮮/寿司""]","[1000, 1999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130602/13001258/,https://tblg.k-img.com/restaurant/images/Rvw/571/571183.jpg
tokyo-A1306-A130602-13163569,サニーヒルズ,3.58, 表参道駅 340m / 中華菓子、スイーツ（その他）、ケーキ,"[""カフェ/スイーツ""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130602/13163569/,https://tblg.k-img.com/restaurant/images/Rvw/54682/54682468.jpg
tokyo-A1306-A130603-13012955,あおやま長寿庵,3.59, 青山一丁目駅 225m / そば,"[""そば/うどん""]","[1000, 1999]",[0],https://tabelog.com/tokyo/A1306/A130603/13012955/,https://tblg.k-img.com/restaurant/images/Rvw/109749/109749087.jpg
tokyo-A1306-A130603-13154460,キハチ 青山本店,3.59, 外苑前駅 330m / イタリアン、フレンチ,"[""イタリアン"", ""フレンチ""]","[2000, 2999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130603/13154460/,https://tblg.k-img.com/restaurant/images/Rvw/53780/53780560.jpg
tokyo-A1306-A130601-13024514,手打蕎麦 松永,3.76, 明治神宮前駅 726m / そば、日本酒バー,"[""そば/うどん""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130601/13024514/,https://tblg.k-img.com/restaurant/images/Rvw/102537/102537124.jpg
tokyo-A1306-A130603-13046524,トラットリア フィレンツェ・サンタマリア 南青山店,3.68, 外苑前駅 315m / イタリアン、パスタ、ピザ,"[""イタリアン""]","[1000, 1999]","[4000, 4999]",https://tabelog.com/tokyo/A1306/A130603/13046524/,https://tblg.k-img.com/restaurant/images/Rvw/41189/41189690.jpg
tokyo-A1306-A130603-13167449,ラルテ沢藤,3.75, 外苑前駅 395m / イタリアン,"[""イタリアン""]","[3000, 3999]","[5000, 5999]",https://tabelog.com/tokyo/A1306/A130603/13167449/,https://tblg.k-img.com/restaurant/images/Rvw/49721/49721613.jpg
tokyo-A1306-A130601-13046160,アズ フィノム,3.54, 明治神宮前駅 738m / 西洋各国料理（その他）、洋食、ワインバー,"[""西洋(その他)"", ""洋食・西洋料理"", ""バー""]","[1000, 1999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130601/13046160/,https://tblg.k-img.com/restaurant/images/Rvw/48881/48881720.jpg
tokyo-A1306-A130602-13013001,おそば 古道,3.51, 表参道駅 73m / そば、天ぷら,"[""そば/うどん"", ""和食""]","[1000, 1999]","[2000, 2999]",https://tabelog.com/tokyo/A1306/A130602/13013001/,https://tblg.k-img.com/restaurant/images/Rvw/109518/109518859.jpg
tokyo-A1306-A130603-13229075,とんかつ七井戸,3.53, 外苑前駅 388m / とんかつ,"[""和食""]","[1000, 1999]",[0],https://tabelog.com/tokyo/A1306/A130603/13229075/,https://tblg.k-img.com/restaurant/images/Rvw/105867/105867798.jpg
tokyo-A1306-A130603-13016592,天青,3.69, 外苑前駅 326m / 天ぷら、天丼・天重、和食（その他）,"[""和食"", ""丼物""]","[2000, 2999]","[10000, 14999]",https://tabelog.com/tokyo/A1306/A130603/13016592/,https://tblg.k-img.com/restaurant/images/Rvw/7900/7900844.jpg
tokyo-A1306-A130603-13224471,手打うどん　いわしや,3.54, 青山一丁目駅 47m / うどん,"[""そば/うどん""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130603/13224471/,https://tblg.k-img.com/restaurant/images/Rvw/93948/93948493.jpg
tokyo-A1306-A130601-13076645,ヨゴロウ,3.71, 国立競技場駅 720m / カレーライス、カレー（その他）,"[""カレー""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130601/13076645/,https://tblg.k-img.com/restaurant/images/Rvw/112816/112816285.jpg
tokyo-A1306-A130602-13001207,Radio,3.83, 表参道駅 211m / バー,"[""バー""]",[0],"[5000, 5999]",https://tabelog.com/tokyo/A1306/A130602/13001207/,https://tblg.k-img.com/restaurant/images/Rvw/76249/76249867.jpg
tokyo-A1306-A130603-13174527,PARLA,3.76, 外苑前駅 623m / クレープ,"[""カフェ/スイーツ""]","[1000, 1999]",[0],https://tabelog.com/tokyo/A1306/A130603/13174527/,https://tblg.k-img.com/restaurant/images/Rvw/51309/51309798.jpg
tokyo-A1306-A130602-13152709,カフェ キツネ,3.62, 表参道駅 144m / カフェ,"[""カフェ/スイーツ""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13152709/,https://tblg.k-img.com/restaurant/images/Rvw/109875/109875352.jpg
tokyo-A1306-A130603-13041426,一凛,3.7, 外苑前駅 737m / 京料理、懐石・会席料理、割烹・小料理,"[""和食""]","[15000, 19999]","[15000, 19999]",https://tabelog.com/tokyo/A1306/A130603/13041426/,https://tblg.k-img.com/restaurant/images/Rvw/8526/8526798.jpg
tokyo-A1306-A130603-13183968,CITRON,3.55, 外苑前駅 200m / フレンチ,"[""フレンチ""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130603/13183968/,https://tblg.k-img.com/restaurant/images/Rvw/53519/53519537.jpg
tokyo-A1306-A130601-13001955,カフェ香咲,3.66, 外苑前駅 386m / カフェ、バー、パンケーキ,"[""カフェ/スイーツ"", ""バー""]","[1000, 1999]","[1000, 1999]",https://tabelog.com/tokyo/A1306/A130601/13001955/,https://tblg.k-img.com/restaurant/images/Rvw/6913/6913824.jpg
tokyo-A1306-A130603-13136034,レストラン タニ,3.73, 外苑前駅 308m / フレンチ、ビストロ,"[""フレンチ""]","[4000, 4999]","[8000, 9999]",https://tabelog.com/tokyo/A1306/A130603/13136034/,https://tblg.k-img.com/restaurant/images/Rvw/81623/81623373.jpg
tokyo-A1306-A130602-13004751,七代目 寅,3.67, 表参道駅 238m / ろばた焼き、魚介料理・海鮮料理、日本酒バー,"[""和食"", ""海鮮/寿司""]","[1000, 1999]","[5000, 5999]",https://tabelog.com/tokyo/A1306/A130602/13004751/,https://tblg.k-img.com/restaurant/images/Rvw/6268/6268752.jpg
tokyo-A1306-A130602-13046998,シンシアガーデンカフェ,3.52, 表参道駅 303m / カフェ、自然食、洋菓子（その他）,"[""カフェ/スイーツ""]","[1000, 1999]",[0],https://tabelog.com/tokyo/A1306/A130602/13046998/,https://tblg.k-img.com/restaurant/images/Rvw/105889/105889252.jpg
tokyo-A1306-A130603-13007353,かに漁師の家 青山本店,3.53, 外苑前駅 76m / かに,"[""海鮮/寿司""]","[1000, 1999]","[3000, 3999]",https://tabelog.com/tokyo/A1306/A130603/13007353/,https://tblg.k-img.com/restaurant/images/Rvw/19656/19656321.jpg
tokyo-A1306-A130603-13176396,いち太,4.26, 外苑前駅 349m / 割烹・小料理、懐石・会席料理、そば,"[""和食"", ""そば/うどん""]","[20000, 29999]","[20000, 29999]",https://tabelog.com/tokyo/A1306/A130603/13176396/,https://tblg.k-img.com/restaurant/images/Rvw/78333/78333056.jpg
tokyo-A1306-A130602-13010596,月光茶房,3.69, 表参道駅 416m / コーヒー専門店、紅茶専門店、喫茶店,"[""カフェ/スイーツ""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13010596/,https://tblg.k-img.com/restaurant/images/Rvw/49580/49580143.jpg
tokyo-A1306-A130602-13005340,リストランテ 濱崎,4.18, 表参道駅 466m / イタリアン,"[""イタリアン""]","[15000, 19999]","[20000, 29999]",https://tabelog.com/tokyo/A1306/A130602/13005340/,https://tblg.k-img.com/restaurant/images/Rvw/79288/79288955.jpg
tokyo-A1306-A130602-13152792,ショウゾウ コーヒー ストア,3.55, 表参道駅 100m / コーヒー専門店、スイーツ（その他）,"[""カフェ/スイーツ""]","[0, 999]",[0],https://tabelog.com/tokyo/A1306/A130602/13152792/,https://tblg.k-img.com/restaurant/images/Rvw/110546/110546367.jpg
tokyo-A1306-A130603-13123033,勢揃坂 蕎 ぎん清,3.69, 外苑前駅 489m / そば、創作料理、日本酒バー,"[""そば/うどん""]","[1000, 1999]","[6000, 7999]",https://tabelog.com/tokyo/A1306/A130603/13123033/,https://tblg.k-img.com/restaurant/images/Rvw/86415/86415315.jpg
tokyo-A1306-A130602-13180620,蕎麦きり みよた,3.59, 表参道駅 164m / そば、かつ丼・かつ重、カレーうどん,"[""そば/うどん"", ""丼物""]","[0, 999]","[0, 999]",https://tabelog.com/tokyo/A1306/A130602/13180620/,https://tblg.k-img.com/restaurant/images/Rvw/54169/54169987.jpg
